--- Hyperparameters ---
FILE_PATH,s1/S1_E1_A1.mat
WINDOW_SIZE,50
BATCH_SIZE,64
LR,0.001
GAMMA,0.995
EPSILON_START,1.0
EPSILON_DECAY,0.995
EPSILON_MIN,0.01
BUFFER_CAPACITY,10000
NUM_EPISODES,500
MAX_SAMPLES,20000
CHANNELS,"[0, 1]"
STEP,50
Output_dimensions,3

--- Training Data ---
Episode,Total Reward,Accuracy (%),Epsilon
1,-121.0,34.83709273182957,0.995
2,-115.0,35.58897243107769,0.990025
3,-161.0,29.82456140350877,0.985074875
4,-127.0,34.08521303258145,0.9801495006250001
5,-149.0,31.32832080200501,0.9752487531218751
6,-143.0,32.08020050125313,0.9703725093562657
7,-95.0,38.095238095238095,0.9655206468094844
8,-145.0,31.82957393483709,0.960693043575437
9,-111.0,36.09022556390977,0.9558895783575597
10,-105.0,36.84210526315789,0.9511101304657719
11,-107.0,36.59147869674185,0.946354579813443
12,-109.0,36.340852130325814,0.9416228069143757
13,-109.0,36.340852130325814,0.9369146928798039
14,-109.0,36.340852130325814,0.9322301194154049
15,-101.0,37.34335839598997,0.9275689688183278
16,-91.0,38.59649122807017,0.9229311239742362
17,-113.0,35.83959899749373,0.918316468354365
18,-101.0,37.34335839598997,0.9137248860125932
19,-103.0,37.092731829573935,0.9091562615825302
20,-111.0,36.09022556390977,0.9046104802746175
21,-109.0,36.340852130325814,0.9000874278732445
22,-95.0,38.095238095238095,0.8955869907338783
23,-109.0,36.340852130325814,0.8911090557802088
24,-109.0,36.340852130325814,0.8866535105013078
25,-95.0,38.095238095238095,0.8822202429488013
26,-103.0,37.092731829573935,0.8778091417340573
27,-77.0,40.35087719298245,0.8734200960253871
28,-79.0,40.100250626566414,0.8690529955452602
29,-65.0,41.854636591478695,0.8647077305675338
30,-115.0,35.58897243107769,0.8603841919146962
31,-47.0,44.11027568922306,0.8560822709551227
32,-95.0,38.095238095238095,0.851801859600347
33,-87.0,39.097744360902254,0.8475428503023453
34,-91.0,38.59649122807017,0.8433051360508336
35,-95.0,38.095238095238095,0.8390886103705794
36,-79.0,40.100250626566414,0.8348931673187264
37,-91.0,38.59649122807017,0.8307187014821328
38,-79.0,40.100250626566414,0.8265651079747222
39,-65.0,41.854636591478695,0.8224322824348486
40,-47.0,44.11027568922306,0.8183201210226743
41,-57.0,42.857142857142854,0.8142285204175609
42,-77.0,40.35087719298245,0.810157377815473
43,-91.0,38.59649122807017,0.8061065909263957
44,-51.0,43.609022556390975,0.8020760579717637
45,-45.0,44.3609022556391,0.798065677681905
46,-85.0,39.34837092731829,0.7940753492934954
47,-49.0,43.859649122807014,0.7901049725470279
48,-83.0,39.59899749373433,0.7861544476842928
49,-83.0,39.59899749373433,0.7822236754458713
50,-73.0,40.852130325814535,0.778312557068642
51,-23.0,47.11779448621554,0.7744209942832988
52,-49.0,43.859649122807014,0.7705488893118823
53,-49.0,43.859649122807014,0.7666961448653229
54,-47.0,44.11027568922306,0.7628626641409962
55,-55.0,43.10776942355889,0.7590483508202912
56,-47.0,44.11027568922306,0.7552531090661897
57,-73.0,40.852130325814535,0.7514768435208588
58,-21.0,47.368421052631575,0.7477194593032545
59,-45.0,44.3609022556391,0.7439808620067382
60,-19.0,47.61904761904761,0.7402609576967045
61,-45.0,44.3609022556391,0.736559652908221
62,-63.0,42.10526315789473,0.7328768546436799
63,-41.0,44.86215538847117,0.7292124703704616
64,-49.0,43.859649122807014,0.7255664080186093
65,-31.0,46.11528822055138,0.7219385759785162
66,-19.0,47.61904761904761,0.7183288830986236
67,-25.0,46.8671679197995,0.7147372386831305
68,-3.0,49.62406015037594,0.7111635524897149
69,9.0,51.127819548872175,0.7076077347272662
70,-9.0,48.87218045112782,0.7040696960536299
71,-17.0,47.86967418546366,0.7005493475733617
72,-33.0,45.86466165413533,0.697046600835495
73,-25.0,46.8671679197995,0.6935613678313175
74,17.0,52.130325814536334,0.6900935609921609
75,-21.0,47.368421052631575,0.6866430931872001
76,-5.0,49.373433583959894,0.6832098777212641
77,-37.0,45.363408521303256,0.6797938283326578
78,15.0,51.8796992481203,0.6763948591909945
79,-3.0,49.62406015037594,0.6730128848950395
80,-55.0,43.10776942355889,0.6696478204705644
81,-23.0,47.11779448621554,0.6662995813682115
82,23.0,52.88220551378446,0.6629680834613705
83,25.0,53.1328320802005,0.6596532430440636
84,9.0,51.127819548872175,0.6563549768288433
