--- Hyperparameters ---
FILE_PATH,s1/S1_E1_A1.mat
WINDOW_SIZE,50
BATCH_SIZE,64
LR,0.001
GAMMA,0.995
EPSILON_START,1.0
EPSILON_DECAY,0.995
EPSILON_MIN,0.01
BUFFER_CAPACITY,10000
NUM_EPISODES,500
MAX_SAMPLES,20000
CHANNELS,[0]
STEP,50
Output_dimensions,3

--- Training Data ---
Episode,Total Reward,Accuracy (%),Epsilon
1,-139.0,32.581453634085214,0.995
2,-117.0,35.338345864661655,0.990025
3,-153.0,30.82706766917293,0.985074875
4,-115.0,35.58897243107769,0.9801495006250001
5,-157.0,30.32581453634085,0.9752487531218751
6,-127.0,34.08521303258145,0.9703725093562657
7,-107.0,36.59147869674185,0.9655206468094844
8,-145.0,31.82957393483709,0.960693043575437
9,-143.0,32.08020050125313,0.9558895783575597
10,-141.0,32.33082706766917,0.9511101304657719
11,-129.0,33.83458646616541,0.946354579813443
12,-117.0,35.338345864661655,0.9416228069143757
13,-101.0,37.34335839598997,0.9369146928798039
14,-129.0,33.83458646616541,0.9322301194154049
15,-127.0,34.08521303258145,0.9275689688183278
16,-57.0,42.857142857142854,0.9229311239742362
17,-95.0,38.095238095238095,0.918316468354365
18,-113.0,35.83959899749373,0.9137248860125932
19,-117.0,35.338345864661655,0.9091562615825302
20,-111.0,36.09022556390977,0.9046104802746175
21,-119.0,35.08771929824561,0.9000874278732445
22,-153.0,30.82706766917293,0.8955869907338783
23,-85.0,39.34837092731829,0.8911090557802088
24,-95.0,38.095238095238095,0.8866535105013078
25,-101.0,37.34335839598997,0.8822202429488013
26,-95.0,38.095238095238095,0.8778091417340573
27,-111.0,36.09022556390977,0.8734200960253871
28,-83.0,39.59899749373433,0.8690529955452602
29,-113.0,35.83959899749373,0.8647077305675338
30,-83.0,39.59899749373433,0.8603841919146962
31,-109.0,36.340852130325814,0.8560822709551227
32,-117.0,35.338345864661655,0.851801859600347
33,-71.0,41.10275689223057,0.8475428503023453
34,-119.0,35.08771929824561,0.8433051360508336
35,-95.0,38.095238095238095,0.8390886103705794
36,-97.0,37.84461152882205,0.8348931673187264
37,-89.0,38.847117794486216,0.8307187014821328
38,-75.0,40.6015037593985,0.8265651079747222
39,-89.0,38.847117794486216,0.8224322824348486
40,-75.0,40.6015037593985,0.8183201210226743
41,-63.0,42.10526315789473,0.8142285204175609
42,-65.0,41.854636591478695,0.810157377815473
43,-55.0,43.10776942355889,0.8061065909263957
44,-81.0,39.849624060150376,0.8020760579717637
45,-49.0,43.859649122807014,0.798065677681905
46,-81.0,39.849624060150376,0.7940753492934954
47,-73.0,40.852130325814535,0.7901049725470279
48,-59.0,42.606516290726816,0.7861544476842928
49,-65.0,41.854636591478695,0.7822236754458713
50,-71.0,41.10275689223057,0.778312557068642
51,-71.0,41.10275689223057,0.7744209942832988
52,-77.0,40.35087719298245,0.7705488893118823
53,-105.0,36.84210526315789,0.7666961448653229
54,-81.0,39.849624060150376,0.7628626641409962
55,-45.0,44.3609022556391,0.7590483508202912
56,-59.0,42.606516290726816,0.7552531090661897
57,-51.0,43.609022556390975,0.7514768435208588
58,-55.0,43.10776942355889,0.7477194593032545
59,-45.0,44.3609022556391,0.7439808620067382
60,-67.0,41.60401002506266,0.7402609576967045
61,-67.0,41.60401002506266,0.736559652908221
62,-51.0,43.609022556390975,0.7328768546436799
63,-35.0,45.614035087719294,0.7292124703704616
64,-21.0,47.368421052631575,0.7255664080186093
65,-45.0,44.3609022556391,0.7219385759785162
66,-25.0,46.8671679197995,0.7183288830986236
67,-35.0,45.614035087719294,0.7147372386831305
68,-35.0,45.614035087719294,0.7111635524897149
69,-23.0,47.11779448621554,0.7076077347272662
70,-47.0,44.11027568922306,0.7040696960536299
71,-31.0,46.11528822055138,0.7005493475733617
72,-17.0,47.86967418546366,0.697046600835495
73,-37.0,45.363408521303256,0.6935613678313175
74,-27.0,46.616541353383454,0.6900935609921609
75,-19.0,47.61904761904761,0.6866430931872001
76,-37.0,45.363408521303256,0.6832098777212641
77,1.0,50.125313283208015,0.6797938283326578
78,-27.0,46.616541353383454,0.6763948591909945
79,-31.0,46.11528822055138,0.6730128848950395
80,-29.0,46.365914786967416,0.6696478204705644
81,7.0,50.877192982456144,0.6662995813682115
82,-3.0,49.62406015037594,0.6629680834613705
83,-35.0,45.614035087719294,0.6596532430440636
84,-17.0,47.86967418546366,0.6563549768288433
85,-37.0,45.363408521303256,0.653073201944699
86,-13.0,48.370927318295735,0.6498078359349755
87,-29.0,46.365914786967416,0.6465587967553006
88,-35.0,45.614035087719294,0.6433260027715241
89,-27.0,46.616541353383454,0.6401093727576664
90,-35.0,45.614035087719294,0.6369088258938781
91,-53.0,43.35839598997494,0.6337242817644086
92,15.0,51.8796992481203,0.6305556603555866
93,-9.0,48.87218045112782,0.6274028820538087
94,-9.0,48.87218045112782,0.6242658676435396
95,-31.0,46.11528822055138,0.6211445383053219
96,15.0,51.8796992481203,0.6180388156137953
97,-7.0,49.122807017543856,0.6149486215357263
98,-3.0,49.62406015037594,0.6118738784280476
99,-47.0,44.11027568922306,0.6088145090359074
100,27.0,53.383458646616546,0.6057704364907278
101,37.0,54.63659147869674,0.6027415843082742
102,19.0,52.38095238095239,0.5997278763867329
103,-19.0,47.61904761904761,0.5967292370047992
104,19.0,52.38095238095239,0.5937455908197752
105,9.0,51.127819548872175,0.5907768628656763
106,29.0,53.63408521303258,0.5878229785513479
107,7.0,50.877192982456144,0.5848838636585911
108,15.0,51.8796992481203,0.5819594443402982
109,41.0,55.13784461152882,0.5790496471185967
110,-1.0,49.87468671679198,0.5761543988830038
111,-1.0,49.87468671679198,0.5732736268885887
112,-9.0,48.87218045112782,0.5704072587541458
113,23.0,52.88220551378446,0.567555222460375
114,47.0,55.88972431077694,0.5647174463480732
115,23.0,52.88220551378446,0.5618938591163328
116,17.0,52.130325814536334,0.5590843898207511
117,33.0,54.13533834586466,0.5562889678716474
118,35.0,54.385964912280706,0.5535075230322891
119,43.0,55.388471177944865,0.5507399854171277
120,53.0,56.64160401002506,0.547986285490042
121,27.0,53.383458646616546,0.5452463540625918
122,47.0,55.88972431077694,0.5425201222922789
123,87.0,60.902255639097746,0.5398075216808175
124,35.0,54.385964912280706,0.5371084840724134
125,49.0,56.14035087719298,0.5344229416520513
126,33.0,54.13533834586466,0.531750826943791
127,23.0,52.88220551378446,0.5290920728090721
128,65.0,58.1453634085213,0.5264466124450268
129,29.0,53.63408521303258,0.5238143793828016
130,47.0,55.88972431077694,0.5211953074858876
131,9.0,51.127819548872175,0.5185893309484582
132,67.0,58.39598997493734,0.5159963842937159
133,81.0,60.150375939849624,0.5134164023722473
134,25.0,53.1328320802005,0.510849320360386
135,23.0,52.88220551378446,0.5082950737585841
136,71.0,58.89724310776943,0.5057535983897912
137,53.0,56.64160401002506,0.5032248303978422
138,79.0,59.899749373433586,0.500708706245853
139,37.0,54.63659147869674,0.4982051627146237
140,79.0,59.899749373433586,0.49571413690105054
141,59.0,57.393483709273184,0.4932355662165453
142,85.0,60.6516290726817,0.4907693883854626
143,43.0,55.388471177944865,0.4883155414435353
144,39.0,54.88721804511278,0.4858739637363176
145,101.0,62.65664160401002,0.483444593917636
146,65.0,58.1453634085213,0.4810273709480478
147,63.0,57.89473684210527,0.47862223409330756
148,45.0,55.639097744360896,0.47622912292284103
149,67.0,58.39598997493734,0.4738479773082268
150,77.0,59.64912280701754,0.47147873742168567
151,81.0,60.150375939849624,0.46912134373457726
152,47.0,55.88972431077694,0.46677573701590436
153,73.0,59.14786967418546,0.46444185833082485
154,89.0,61.152882205513784,0.46211964903917074
155,75.0,59.3984962406015,0.4598090507939749
156,51.0,56.390977443609025,0.457510005540005
157,103.0,62.907268170426065,0.45522245551230495
158,111.0,63.90977443609023,0.4529463432347434
159,101.0,62.65664160401002,0.4506816115185697
160,157.0,69.67418546365914,0.4484282034609769
161,69.0,58.64661654135338,0.446186062443672
162,57.0,57.14285714285714,0.4439551321314536
163,85.0,60.6516290726817,0.4417353564707963
164,131.0,66.41604010025063,0.43952667968844233
165,93.0,61.65413533834586,0.43732904629000013
166,119.0,64.91228070175438,0.4351424010585501
167,107.0,63.40852130325815,0.43296668905325736
168,87.0,60.902255639097746,0.43080185560799106
169,131.0,66.41604010025063,0.4286478463299511
170,105.0,63.1578947368421,0.42650460709830135
171,113.0,64.16040100250626,0.42437208406280985
172,137.0,67.16791979949875,0.4222502236424958
173,103.0,62.907268170426065,0.42013897252428334
174,95.0,61.904761904761905,0.4180382776616619
175,99.0,62.40601503759399,0.4159480862733536
176,99.0,62.40601503759399,0.41386834584198684
177,105.0,63.1578947368421,0.4117990041127769
178,123.0,65.41353383458647,0.40974000909221303
179,89.0,61.152882205513784,0.40769130904675194
180,131.0,66.41604010025063,0.40565285250151817
181,137.0,67.16791979949875,0.4036245882390106
182,143.0,67.91979949874687,0.4016064652978155
183,147.0,68.42105263157895,0.3995984329713264
184,113.0,64.16040100250626,0.3976004408064698
185,107.0,63.40852130325815,0.39561243860243744
186,91.0,61.40350877192983,0.3936343764094253
187,97.0,62.15538847117794,0.39166620452737816
188,135.0,66.9172932330827,0.3897078735047413
189,69.0,58.64661654135338,0.3877593341372176
190,135.0,66.9172932330827,0.3858205374665315
191,117.0,64.66165413533834,0.38389143477919885
192,133.0,66.66666666666666,0.3819719776053028
193,141.0,67.66917293233082,0.3800621177172763
194,169.0,71.17794486215539,0.37816180712868996
195,133.0,66.66666666666666,0.37627099809304654
196,123.0,65.41353383458647,0.3743896431025813
197,139.0,67.41854636591479,0.37251769488706843
198,183.0,72.93233082706767,0.3706551064126331
199,153.0,69.17293233082707,0.36880183088056995
200,141.0,67.66917293233082,0.3669578217261671
201,163.0,70.42606516290726,0.36512303261753626
202,119.0,64.91228070175438,0.3632974174544486
203,137.0,67.16791979949875,0.3614809303671764
204,157.0,69.67418546365914,0.3596735257153405
205,105.0,63.1578947368421,0.3578751580867638
206,197.0,74.68671679197995,0.35608578229633
207,155.0,69.42355889724311,0.3543053533848483
208,151.0,68.92230576441104,0.35253382661792404
209,119.0,64.91228070175438,0.3507711574848344
210,139.0,67.41854636591479,0.34901730169741024
211,117.0,64.66165413533834,0.3472722151889232
212,149.0,68.67167919799499,0.3455358541129786
213,143.0,67.91979949874687,0.3438081748424137
214,171.0,71.42857142857143,0.3420891339682016
215,157.0,69.67418546365914,0.3403786882983606
216,111.0,63.90977443609023,0.3386767948568688
217,139.0,67.41854636591479,0.33698341088258443
218,167.0,70.92731829573935,0.3352984938281715
219,129.0,66.16541353383458,0.33362200135903064
220,149.0,68.67167919799499,0.33195389135223546
221,145.0,68.1704260651629,0.3302941218954743
222,137.0,67.16791979949875,0.32864265128599696
223,141.0,67.66917293233082,0.326999438029567
224,149.0,68.67167919799499,0.3253644408394192
225,159.0,69.92481203007519,0.3237376186352221
226,215.0,76.94235588972431,0.322118930542046
227,155.0,69.42355889724311,0.32050833588933575
228,175.0,71.9298245614035,0.31890579420988907
229,129.0,66.16541353383458,0.3173112652388396
230,195.0,74.43609022556392,0.3157247089126454
231,121.0,65.16290726817043,0.3141460853680822
232,209.0,76.19047619047619,0.3125753549412418
233,165.0,70.67669172932331,0.31101247816653554
234,167.0,70.92731829573935,0.30945741577570285
235,115.0,64.41102756892231,0.3079101286968243
236,175.0,71.9298245614035,0.3063705780533402
237,161.0,70.17543859649122,0.30483872516307353
238,167.0,70.92731829573935,0.3033145315372582
239,169.0,71.17794486215539,0.3017979588795719
240,175.0,71.9298245614035,0.30028896908517405
241,209.0,76.19047619047619,0.2987875242397482
242,191.0,73.93483709273183,0.29729358661854943
243,171.0,71.42857142857143,0.29580711868545667
244,149.0,68.67167919799499,0.2943280830920294
245,177.0,72.18045112781954,0.29285644267656924
246,225.0,78.19548872180451,0.2913921604631864
247,159.0,69.92481203007519,0.28993519966087045
248,209.0,76.19047619047619,0.2884855236625661
249,127.0,65.91478696741855,0.28704309604425327
250,179.0,72.4310776942356,0.285607880564032
251,209.0,76.19047619047619,0.28417984116121187
252,239.0,79.9498746867168,0.2827589419554058
253,169.0,71.17794486215539,0.28134514724562876
254,137.0,67.16791979949875,0.2799384215094006
255,159.0,69.92481203007519,0.27853872940185365
256,235.0,79.4486215538847,0.27714603575484437
257,207.0,75.93984962406014,0.2757603055760701
258,177.0,72.18045112781954,0.2743815040481898
259,189.0,73.68421052631578,0.2730095965279488
260,163.0,70.42606516290726,0.27164454854530906
261,93.0,61.65413533834586,0.2702863258025825
262,207.0,75.93984962406014,0.2689348941735696
263,227.0,78.44611528822055,0.26759021970270175
264,215.0,76.94235588972431,0.2662522686041882
265,177.0,72.18045112781954,0.2649210072611673
266,191.0,73.93483709273183,0.26359640222486147
267,223.0,77.94486215538848,0.26227842021373715
268,183.0,72.93233082706767,0.2609670281126685
269,161.0,70.17543859649122,0.25966219297210513
270,215.0,76.94235588972431,0.2583638820072446
271,205.0,75.6892230576441,0.2570720625972084
272,157.0,69.67418546365914,0.25578670228422234
273,215.0,76.94235588972431,0.25450776877280124
