--- Hyperparameters ---
FILE_PATH,s1/S1_E1_A1.mat
WINDOW_SIZE,50
BATCH_SIZE,64
LR,0.001
GAMMA,0.995
EPSILON_START,1.0
EPSILON_DECAY,0.995
EPSILON_MIN,0.01
BUFFER_CAPACITY,10000
NUM_EPISODES,500
MAX_SAMPLES,20000
CHANNELS,"[0, 1, 2, 3, 4, 5, 6, 7]"
STEP,50

--- Training Data ---
Episode,Total Reward,Accuracy (%),Epsilon
1,-149.0,31.32832080200501,0.995
2,-131.0,33.583959899749374,0.990025
3,-101.0,37.34335839598997,0.985074875
4,-145.0,31.82957393483709,0.9801495006250001
5,-111.0,36.09022556390977,0.9752487531218751
6,-125.0,34.335839598997495,0.9703725093562657
7,-123.0,34.58646616541353,0.9655206468094844
8,-127.0,34.08521303258145,0.960693043575437
9,-131.0,33.583959899749374,0.9558895783575597
10,-131.0,33.583959899749374,0.9511101304657719
11,-97.0,37.84461152882205,0.946354579813443
12,-105.0,36.84210526315789,0.9416228069143757
13,-127.0,34.08521303258145,0.9369146928798039
14,-117.0,35.338345864661655,0.9322301194154049
15,-123.0,34.58646616541353,0.9275689688183278
16,-99.0,37.59398496240601,0.9229311239742362
17,-121.0,34.83709273182957,0.918316468354365
18,-81.0,39.849624060150376,0.9137248860125932
19,-127.0,34.08521303258145,0.9091562615825302
20,-133.0,33.33333333333333,0.9046104802746175
21,-119.0,35.08771929824561,0.9000874278732445
22,-85.0,39.34837092731829,0.8955869907338783
23,-77.0,40.35087719298245,0.8911090557802088
24,-89.0,38.847117794486216,0.8866535105013078
25,-109.0,36.340852130325814,0.8822202429488013
26,-111.0,36.09022556390977,0.8778091417340573
27,-93.0,38.34586466165413,0.8734200960253871
28,-99.0,37.59398496240601,0.8690529955452602
29,-71.0,41.10275689223057,0.8647077305675338
30,-99.0,37.59398496240601,0.8603841919146962
31,-101.0,37.34335839598997,0.8560822709551227
32,-85.0,39.34837092731829,0.851801859600347
33,-57.0,42.857142857142854,0.8475428503023453
34,-65.0,41.854636591478695,0.8433051360508336
