--- Hyperparameters ---
FILE_PATH,s1/S1_E1_A1.mat
WINDOW_SIZE,50
BATCH_SIZE,64
LR,0.001
GAMMA,0.995
EPSILON_START,1.0
EPSILON_DECAY,0.995
EPSILON_MIN,0.01
BUFFER_CAPACITY,10000
NUM_EPISODES,500
MAX_SAMPLES,5000
CHANNELS,"[0, 1]"
STEP,50
Output_dimensions,2

--- Training Data ---
Episode,Total Reward,Accuracy (%),Epsilon
1,5.0,52.52525252525253,0.995
2,-3.0,48.484848484848484,0.990025
3,-1.0,49.494949494949495,0.985074875
4,-13.0,43.43434343434344,0.9801495006250001
5,-7.0,46.464646464646464,0.9752487531218751
6,9.0,54.54545454545454,0.9703725093562657
7,-3.0,48.484848484848484,0.9655206468094844
8,15.0,57.57575757575758,0.960693043575437
9,1.0,50.505050505050505,0.9558895783575597
10,-1.0,49.494949494949495,0.9511101304657719
11,3.0,51.515151515151516,0.946354579813443
12,5.0,52.52525252525253,0.9416228069143757
13,1.0,50.505050505050505,0.9369146928798039
14,7.0,53.535353535353536,0.9322301194154049
15,-1.0,49.494949494949495,0.9275689688183278
16,-13.0,43.43434343434344,0.9229311239742362
17,-5.0,47.474747474747474,0.918316468354365
18,11.0,55.55555555555556,0.9137248860125932
19,5.0,52.52525252525253,0.9091562615825302
20,17.0,58.58585858585859,0.9046104802746175
21,19.0,59.59595959595959,0.9000874278732445
22,11.0,55.55555555555556,0.8955869907338783
23,9.0,54.54545454545454,0.8911090557802088
24,21.0,60.60606060606061,0.8866535105013078
25,23.0,61.61616161616161,0.8822202429488013
26,9.0,54.54545454545454,0.8778091417340573
27,9.0,54.54545454545454,0.8734200960253871
28,11.0,55.55555555555556,0.8690529955452602
29,9.0,54.54545454545454,0.8647077305675338
30,-1.0,49.494949494949495,0.8603841919146962
31,-3.0,48.484848484848484,0.8560822709551227
32,25.0,62.62626262626263,0.851801859600347
33,7.0,53.535353535353536,0.8475428503023453
34,3.0,51.515151515151516,0.8433051360508336
35,15.0,57.57575757575758,0.8390886103705794
36,23.0,61.61616161616161,0.8348931673187264
37,19.0,59.59595959595959,0.8307187014821328
38,5.0,52.52525252525253,0.8265651079747222
39,15.0,57.57575757575758,0.8224322824348486
40,17.0,58.58585858585859,0.8183201210226743
41,19.0,59.59595959595959,0.8142285204175609
42,19.0,59.59595959595959,0.810157377815473
43,17.0,58.58585858585859,0.8061065909263957
44,31.0,65.65656565656566,0.8020760579717637
45,19.0,59.59595959595959,0.798065677681905
46,17.0,58.58585858585859,0.7940753492934954
47,11.0,55.55555555555556,0.7901049725470279
48,11.0,55.55555555555556,0.7861544476842928
49,35.0,67.67676767676768,0.7822236754458713
50,7.0,53.535353535353536,0.778312557068642
51,15.0,57.57575757575758,0.7744209942832988
52,11.0,55.55555555555556,0.7705488893118823
53,29.0,64.64646464646465,0.7666961448653229
54,35.0,67.67676767676768,0.7628626641409962
55,29.0,64.64646464646465,0.7590483508202912
56,31.0,65.65656565656566,0.7552531090661897
57,23.0,61.61616161616161,0.7514768435208588
58,41.0,70.70707070707071,0.7477194593032545
59,27.0,63.63636363636363,0.7439808620067382
60,17.0,58.58585858585859,0.7402609576967045
61,35.0,67.67676767676768,0.736559652908221
62,29.0,64.64646464646465,0.7328768546436799
63,25.0,62.62626262626263,0.7292124703704616
64,39.0,69.6969696969697,0.7255664080186093
65,41.0,70.70707070707071,0.7219385759785162
66,19.0,59.59595959595959,0.7183288830986236
67,17.0,58.58585858585859,0.7147372386831305
68,27.0,63.63636363636363,0.7111635524897149
69,17.0,58.58585858585859,0.7076077347272662
